Feature,Operation,Work Material,aspect ratio,Speed,feed per tooth,Depth of cut,Dia. Of tool,Cutting tool material,Cutting tool
5,6,2,1,28.04,0.046,2.54,18.02985204,2,End mill cutter
5,6,2,2,27.13,0.038,3.175,15.21657446,2,End mill cutter
5,6,2,2,25.6,0.028,6.35,14.22767703,2,End mill cutter
5,6,2,1,27.13,0.02,9.525,15.19950984,2,End mill cutter
5,6,2,5,23.77,0.018,12.7,15.91335657,2,End mill cutter
5,6,2,1,23.47,0.015,19.05,13.82514307,2,End mill cutter
5,6,2,4,23.47,0.01,25.4,14.10360075,2,End mill cutter
5,6,2,3,22.86,0.008,44.45,16.66185854,2,End mill cutter
5,6,2,3,36.88,0.076,0.508,22.13522542,2,End mill cutter
5,6,2,4,33.83,0.084,1.016,19.37139795,2,End mill cutter
5,6,2,4,28.04,0.094,1.524,19.12150285,2,End mill cutter
5,6,2,4,26.82,0.084,2.54,22.11298907,2,End mill cutter
5,6,2,3,25.6,0.076,3.175,19.61050106,2,End mill cutter
5,6,2,4,23.77,0.066,6.35,22.3558574,2,End mill cutter
5,6,2,1,22.25,0.058,9.525,20.52528388,2,End mill cutter
5,6,2,1,21.95,0.048,12.7,24.52634315,2,End mill cutter
5,6,2,5,21.95,0.043,19.05,19.33762861,2,End mill cutter
5,6,2,3,21.64,0.043,25.4,25.09147015,2,End mill cutter
5,6,2,3,21.64,0.038,44.45,20.16326911,2,End mill cutter
5,6,2,5,34.44,0.094,0.508,34.97062307,2,End mill cutter
5,6,2,1,30.48,0.104,1.016,36.03403666,2,End mill cutter
5,6,2,1,27.13,0.112,1.524,37.61642827,2,End mill cutter
5,6,2,4,25.91,0.104,2.54,36.02746363,2,End mill cutter
5,6,2,3,24.69,0.094,3.175,34.2856338,2,End mill cutter
5,6,2,3,22.86,0.084,6.35,35.53690938,2,End mill cutter
5,6,2,2,21.34,0.112,9.525,32.54645083,2,End mill cutter
5,6,2,1,21.03,0.071,12.7,32.1021435,2,End mill cutter
5,6,2,1,20.73,0.066,19.05,32.37761251,2,End mill cutter
5,6,2,1,20.73,0.058,25.4,33.69070186,2,End mill cutter
5,6,2,1,20.73,0.058,44.45,31.90188539,2,End mill cutter
5,6,2,2,33.83,0.096,0.508,42.37143156,2,End mill cutter
5,6,2,1,29.57,0.107,1.016,47.81778448,2,End mill cutter
5,6,2,1,25.91,0.112,1.524,40.3150146,2,End mill cutter
5,6,2,1,24.99,0.099,2.54,50.32760464,2,End mill cutter
5,6,2,1,24.08,0.084,3.175,44.96371624,2,End mill cutter
5,6,2,5,22.25,0.081,6.35,38.67278254,2,End mill cutter
5,6,2,1,20.42,0.076,9.525,39.69832358,2,End mill cutter
5,6,2,5,20.42,0.069,12.7,46.47146144,2,End mill cutter
5,6,2,3,20.42,0.069,19.05,46.90687487,2,End mill cutter
5,6,2,3,20.12,0.066,25.4,43.07371989,2,End mill cutter
5,6,2,3,20.12,0.066,44.45,38.38370266,2,End mill cutter
5,6,3,5,402.03,0.056,0.508,1.762269265,1,End mill cutter
5,6,3,1,351.43,0.069,1.016,0.406469931,1,End mill cutter
5,6,3,3,300.84,0.086,1.524,3.304489582,1,End mill cutter
5,6,3,4,292,0.069,2.54,3.80056092,1,End mill cutter
5,6,3,3,279.81,0.056,3.175,4.383909847,1,End mill cutter
5,6,3,5,256.03,0.046,6.35,4.004300334,1,End mill cutter
5,6,3,2,243.84,0.043,9.525,4.006659088,1,End mill cutter
5,6,3,1,242.62,0.041,12.7,2.47596957,1,End mill cutter
5,6,3,2,242.01,0.036,19.05,2.586777772,1,End mill cutter
5,6,3,3,239.88,0.033,25.4,4.405086131,1,End mill cutter
5,6,3,1,238.05,0.03,44.45,1.311111313,1,End mill cutter
5,6,3,2,386.49,0.069,0.508,12.27235988,1,End mill cutter
5,6,3,5,339.24,0.086,1.016,8.603402054,1,End mill cutter
5,6,3,5,294.44,0.099,1.524,10.37480741,1,End mill cutter
5,6,3,4,288.65,0.086,2.54,12.44334671,1,End mill cutter
5,6,3,2,274.02,0.069,3.175,10.65748013,1,End mill cutter
5,6,3,5,247.19,0.056,6.35,8.257646287,1,End mill cutter
5,6,3,4,232.26,0.046,9.525,7.645210394,1,End mill cutter
5,6,3,5,225.86,0.046,12.7,7.592489663,1,End mill cutter
5,6,3,5,223.42,0.041,19.05,7.489683271,1,End mill cutter
5,6,3,3,220.07,0.036,25.4,11.73961558,1,End mill cutter
5,6,3,2,217.02,0.03,44.45,9.611049813,1,End mill cutter
5,6,3,5,378.26,0.086,0.508,16.63304845,1,End mill cutter
5,6,3,1,333.45,0.099,1.016,17.38381033,1,End mill cutter
5,6,3,2,288.65,0.112,1.524,12.98327911,1,End mill cutter
5,6,3,1,274.02,0.099,2.54,15.7708676,1,End mill cutter
5,6,3,4,261.82,0.086,3.175,16.1361142,1,End mill cutter
5,6,3,3,238.05,0.069,6.35,18.50852615,1,End mill cutter
5,6,3,5,220.07,0.056,9.525,13.25578011,1,End mill cutter
5,6,3,2,218.85,0.048,12.7,18.0941323,1,End mill cutter
5,6,3,4,217.02,0.043,19.05,13.17776481,1,End mill cutter
5,6,3,4,216.41,0.043,25.4,17.77942008,1,End mill cutter
5,6,3,2,214.27,0.041,44.45,13.09591793,1,End mill cutter
5,6,3,1,357.23,0.142,0.508,23.92871944,1,End mill cutter
5,6,3,3,309.68,0.155,1.016,22.67613418,1,End mill cutter
5,6,3,2,274.02,0.168,1.524,19.66168401,1,End mill cutter
5,6,3,1,256.03,0.155,2.54,23.07127242,1,End mill cutter
5,6,3,1,243.84,0.142,3.175,19.42181718,1,End mill cutter
5,6,3,2,225.86,0.124,6.35,21.83347976,1,End mill cutter
5,6,3,5,208.79,0.112,9.525,21.04457911,1,End mill cutter
5,6,3,5,207.26,0.107,12.7,21.87859733,1,End mill cutter
5,6,3,2,207.26,0.102,19.05,21.75662667,1,End mill cutter
5,6,3,1,205.44,0.096,25.4,21.16258529,1,End mill cutter
5,6,3,1,205.44,0.086,44.45,24.19606073,1,End mill cutter
5,6,3,4,327.66,0.198,0.508,30.89214506,1,End mill cutter
5,6,3,5,292,0.211,1.016,27.18822134,1,End mill cutter
5,6,3,4,267.61,0.224,1.524,36.10693202,1,End mill cutter
5,6,3,4,235,0.198,2.54,32.15621323,1,End mill cutter
5,6,3,3,223.42,0.168,3.175,31.2287841,1,End mill cutter
5,6,3,1,208.79,0.155,6.35,26.32117329,1,End mill cutter
5,6,3,4,184.4,0.142,9.525,33.14840543,1,End mill cutter
5,6,3,3,183.79,0.13,12.7,36.4289655,1,End mill cutter
5,6,3,4,183.18,0.122,19.05,32.59461595,1,End mill cutter
5,6,3,5,181.66,0.112,25.4,31.12985617,1,End mill cutter
5,6,3,3,180.44,0.107,44.45,29.70778138,1,End mill cutter
5,6,3,4,312.42,0.198,0.508,47.14157427,1,End mill cutter
5,6,3,3,285.6,0.211,1.016,43.033809,1,End mill cutter
5,6,3,1,256.03,0.198,1.524,47.57069922,1,End mill cutter
5,6,3,1,238.05,0.168,2.54,42.16260236,1,End mill cutter
5,6,3,5,214.27,0.155,3.175,43.51858836,1,End mill cutter
5,6,3,1,196.6,0.145,6.35,39.65715419,1,End mill cutter
5,6,3,2,181.66,0.135,9.525,47.11683497,1,End mill cutter
5,6,3,5,181.05,0.13,12.7,46.97813365,1,End mill cutter
5,6,3,1,180.44,0.122,19.05,46.64344448,1,End mill cutter
5,6,3,1,179.22,0.122,25.4,42.46838281,1,End mill cutter
5,6,3,4,178.61,0.119,44.45,41.05340355,1,End mill cutter
5,6,3,5,210.31,0.046,0.508,5.597106638,2,End mill cutter
5,6,3,1,210.31,0.066,1.016,4.049297154,2,End mill cutter
5,6,3,5,173.13,0.086,1.524,0.401918795,2,End mill cutter
5,6,3,1,167.94,0.066,2.54,5.024929394,2,End mill cutter
5,6,3,1,158.8,0.046,3.175,0.659043143,2,End mill cutter
5,6,3,2,149.96,0.036,6.35,1.250144966,2,End mill cutter
5,6,3,1,140.82,0.03,9.525,3.014694636,2,End mill cutter
5,6,3,1,139.9,0.025,12.7,1.105865587,2,End mill cutter
5,6,3,3,137.77,0.015,19.05,1.511698362,2,End mill cutter
5,6,3,1,136.86,0.015,25.4,2.417328549,2,End mill cutter
5,6,3,1,135.64,0.01,44.45,5.852475529,2,End mill cutter
5,6,3,3,231.34,0.066,0.508,9.462278104,2,End mill cutter
5,6,3,4,207.26,0.086,1.016,11.67745997,2,End mill cutter
5,6,3,4,167.94,0.107,1.524,10.61469172,2,End mill cutter
5,6,3,5,163.98,0.086,2.54,11.85493951,2,End mill cutter
5,6,3,3,158.8,0.066,3.175,8.156665024,2,End mill cutter
5,6,3,5,149.96,0.051,6.35,7.749503416,2,End mill cutter
5,6,3,4,136.86,0.041,9.525,12.06359749,2,End mill cutter
5,6,3,1,135.64,0.03,12.7,8.534670709,2,End mill cutter
5,6,3,1,134.72,0.025,19.05,12.46364831,2,End mill cutter
5,6,3,1,134.72,0.02,25.4,7.629092794,2,End mill cutter
5,6,3,2,133.81,0.015,44.45,12.45926977,2,End mill cutter
5,6,3,5,224.33,0.086,0.508,18.37142766,2,End mill cutter
5,6,3,2,206.04,0.107,1.016,15.90344861,2,End mill cutter
5,6,3,3,163.98,0.132,1.524,18.69301878,2,End mill cutter
5,6,3,1,158.8,0.107,2.54,15.63961999,2,End mill cutter
5,6,3,3,153.92,0.086,3.175,16.98729351,2,End mill cutter
5,6,3,5,144.78,0.066,6.35,13.76975619,2,End mill cutter
5,6,3,2,154.84,0.046,9.525,12.9470887,2,End mill cutter
5,6,3,2,134.72,0.041,12.7,14.33377733,2,End mill cutter
5,6,3,1,133.81,0.036,19.05,13.51336848,2,End mill cutter
5,6,3,4,132.89,0.025,25.4,14.41673706,2,End mill cutter
5,6,3,4,130.76,0.02,44.45,18.06691442,2,End mill cutter
5,6,3,4,210.31,0.173,0.508,24.62778275,2,End mill cutter
5,6,3,4,192.02,0.193,1.016,20.86883655,2,End mill cutter
5,6,3,3,158.8,0.218,1.524,22.61827292,2,End mill cutter
5,6,3,2,151.79,0.193,2.54,24.23398838,2,End mill cutter
5,6,3,2,144.78,0.173,3.175,20.0263349,2,End mill cutter
5,6,3,1,135.64,0.152,6.35,23.62205199,2,End mill cutter
5,6,3,3,126.8,0.132,9.525,22.38286676,2,End mill cutter
5,6,3,1,125.58,0.112,12.7,23.61072715,2,End mill cutter
5,6,3,1,124.66,0.102,19.05,21.18574348,2,End mill cutter
5,6,3,3,122.83,0.096,25.4,21.26086208,2,End mill cutter
5,6,3,3,122.83,0.086,44.45,21.8737612,2,End mill cutter
5,6,3,5,195.99,0.218,0.508,36.59683701,2,End mill cutter
5,6,3,1,173.13,0.239,1.016,36.33220541,2,End mill cutter
5,6,3,4,153.92,0.259,1.524,33.93777713,2,End mill cutter
5,6,3,5,147.83,0.239,2.54,33.12709849,2,End mill cutter
5,6,3,2,140.82,0.218,3.175,36.21771466,2,End mill cutter
5,6,3,5,130.76,0.193,6.35,26.24720539,2,End mill cutter
5,6,3,2,121.62,0.259,9.525,34.76185679,2,End mill cutter
5,6,3,4,119.79,0.163,12.7,33.71377357,2,End mill cutter
5,6,3,1,118.57,0.152,19.05,34.61793475,2,End mill cutter
5,6,3,2,117.65,0.137,25.4,30.85700335,2,End mill cutter
5,6,3,1,117.65,0.132,44.45,30.38612334,2,End mill cutter
5,6,3,3,192.02,0.224,0.508,46.3917843,2,End mill cutter
5,6,3,2,167.94,0.244,1.016,39.40717709,2,End mill cutter
5,6,3,3,147.83,0.259,1.524,42.49743824,2,End mill cutter
5,6,3,5,141.73,0.229,2.54,41.22653626,2,End mill cutter
5,6,3,2,136.86,0.193,3.175,40.96308311,2,End mill cutter
5,6,3,3,126.8,0.188,6.35,50.35858748,2,End mill cutter
5,6,3,4,116.74,0.173,9.525,44.9813694,2,End mill cutter
5,6,3,3,116.74,0.158,12.7,38.74793026,2,End mill cutter
5,6,3,4,115.52,0.158,19.05,38.28284053,2,End mill cutter
5,6,3,4,114.6,0.152,25.4,48.86439254,2,End mill cutter
5,6,3,4,114.6,0.152,44.45,44.63137508,2,End mill cutter
5,6,4,3,70.71,0.033,0.508,3.320278246,1,End mill cutter
5,6,4,1,61.87,0.041,1.016,5.883715572,1,End mill cutter
5,6,4,5,53.04,0.051,1.524,5.127242356,1,End mill cutter
5,6,4,1,51.51,0.041,2.54,3.76861705,1,End mill cutter
5,6,4,5,49.38,0.033,3.175,2.524115162,1,End mill cutter
5,6,4,2,45.11,0.028,6.35,4.43231389,1,End mill cutter
5,6,4,3,42.98,0.025,9.525,5.149868145,1,End mill cutter
5,6,4,2,42.67,0.023,12.7,2.525743889,1,End mill cutter
5,6,4,5,42.67,0.02,19.05,4.411033998,1,End mill cutter
5,6,4,4,42.37,0.02,25.4,2.032200767,1,End mill cutter
5,6,4,3,42.06,0.018,44.45,1.650008423,1,End mill cutter
5,6,4,2,67.97,0.041,0.508,8.16314057,1,End mill cutter
5,6,4,4,59.74,0.051,1.016,8.697283472,1,End mill cutter
5,6,4,2,51.82,0.058,1.524,12.68746195,1,End mill cutter
5,6,4,5,50.9,0.051,2.54,8.483260685,1,End mill cutter
5,6,4,4,48.16,0.041,3.175,9.227437983,1,End mill cutter
5,6,4,4,43.59,0.033,6.35,10.90925805,1,End mill cutter
5,6,4,3,40.84,0.028,9.525,8.972184213,1,End mill cutter
5,6,4,1,39.93,0.028,12.7,6.850546011,1,End mill cutter
5,6,4,5,39.32,0.023,19.05,7.925682561,1,End mill cutter
5,6,4,2,38.71,0.02,25.4,11.04449839,1,End mill cutter
5,6,4,3,38.1,0.018,44.45,9.821505689,1,End mill cutter
5,6,4,3,66.75,0.051,0.508,14.05103434,1,End mill cutter
5,6,4,3,58.83,0.058,1.016,14.11532128,1,End mill cutter
5,6,4,5,50.9,0.066,1.524,17.24852598,1,End mill cutter
5,6,4,5,48.16,0.058,2.54,13.88824293,1,End mill cutter
5,6,4,4,46.02,0.051,3.175,15.13189981,1,End mill cutter
5,6,4,2,42.06,0.041,6.35,14.75136644,1,End mill cutter
5,6,4,4,38.71,0.033,9.525,17.13274147,1,End mill cutter
5,6,4,5,38.71,0.028,12.7,15.57795313,1,End mill cutter
5,6,4,3,38.1,0.025,19.05,14.14921958,1,End mill cutter
5,6,4,5,38.1,0.025,25.4,16.71019008,1,End mill cutter
5,6,4,4,37.8,0.023,44.45,18.43820992,1,End mill cutter
5,6,4,1,62.79,0.084,0.508,23.65345449,1,End mill cutter
5,6,4,4,54.56,0.091,1.016,22.21638087,1,End mill cutter
5,6,4,1,48.16,0.099,1.524,23.23378889,1,End mill cutter
5,6,4,2,45.11,0.091,2.54,19.97981529,1,End mill cutter
5,6,4,2,42.98,0.084,3.175,24.35480858,1,End mill cutter
5,6,4,5,39.93,0.074,6.35,24.49434842,1,End mill cutter
5,6,4,1,36.88,0.066,9.525,20.5258567,1,End mill cutter
5,6,4,1,36.58,0.061,12.7,23.25961296,1,End mill cutter
5,6,4,3,36.58,0.061,19.05,22.25023045,1,End mill cutter
5,6,4,5,36.27,0.056,25.4,21.92043716,1,End mill cutter
5,6,4,1,36.27,0.051,44.45,23.08097812,1,End mill cutter
5,6,4,2,57.61,0.117,0.508,36.7539912,1,End mill cutter
5,6,4,4,51.51,0.124,1.016,33.17440875,1,End mill cutter
5,6,4,5,47.24,0.132,1.524,26.72455509,1,End mill cutter
5,6,4,1,41.45,0.117,2.54,26.8268431,1,End mill cutter
5,6,4,1,39.32,0.099,3.175,35.5887305,1,End mill cutter
5,6,4,3,36.88,0.091,6.35,34.48369981,1,End mill cutter
5,6,4,3,32.61,0.084,9.525,31.65683588,1,End mill cutter
5,6,4,2,32.31,0.076,12.7,36.51679828,1,End mill cutter
5,6,4,2,32.31,0.071,19.05,37.58398391,1,End mill cutter
5,6,4,1,32,0.066,25.4,29.20164433,1,End mill cutter
5,6,4,4,31.7,0.061,44.45,27.29264183,1,End mill cutter
5,6,4,5,55.17,0.117,0.508,48.62083272,1,End mill cutter
5,6,4,4,50.29,0.124,1.016,49.74316121,1,End mill cutter
5,6,4,2,45.11,0.117,1.524,46.33174357,1,End mill cutter
5,6,4,3,42.06,0.099,2.54,47.97392617,1,End mill cutter
5,6,4,4,37.8,0.091,3.175,42.21479992,1,End mill cutter
5,6,4,3,34.75,0.084,6.35,43.81800705,1,End mill cutter
5,6,4,5,32,0.079,9.525,42.30585973,1,End mill cutter
5,6,4,4,32,0.076,12.7,48.78487327,1,End mill cutter
5,6,4,5,31.7,0.071,19.05,46.08687366,1,End mill cutter
5,6,4,2,31.7,0.071,25.4,39.83268998,1,End mill cutter
5,6,4,4,31.39,0.069,44.45,43.35892255,1,End mill cutter
5,6,4,2,70.71,0.033,0.508,6.317136794,2,End mill cutter
5,6,4,4,61.87,0.041,1.016,6.335890692,2,End mill cutter
5,6,4,5,53.04,0.051,1.524,0.932797903,2,End mill cutter
5,6,4,5,51.51,0.041,2.54,1.235597801,2,End mill cutter
5,6,4,5,49.38,0.033,3.175,2.058544877,2,End mill cutter
5,6,4,5,45.11,0.028,6.35,2.21233582,2,End mill cutter
5,6,4,4,42.98,0.025,9.525,2.066858419,2,End mill cutter
5,6,4,4,42.67,0.023,12.7,1.408924804,2,End mill cutter
5,6,4,1,42.67,0.02,19.05,3.956007859,2,End mill cutter
5,6,4,3,42.37,0.02,25.4,5.30854126,2,End mill cutter
5,6,4,3,42.06,0.018,44.45,6.199989912,2,End mill cutter
5,6,4,5,67.97,0.041,0.508,6.447597439,2,End mill cutter
5,6,4,5,59.74,0.051,1.016,8.539449087,2,End mill cutter
5,6,4,3,51.82,0.058,1.524,7.80670402,2,End mill cutter
5,6,4,2,50.9,0.051,2.54,6.474456106,2,End mill cutter
5,6,4,1,48.16,0.041,3.175,11.91259247,2,End mill cutter
5,6,4,2,43.59,0.033,6.35,9.509843036,2,End mill cutter
5,6,4,1,40.84,0.028,9.525,9.16378721,2,End mill cutter
5,6,4,5,39.93,0.028,12.7,7.206724775,2,End mill cutter
5,6,4,3,39.32,0.023,19.05,10.02405815,2,End mill cutter
5,6,4,3,38.71,0.02,25.4,12.37310417,2,End mill cutter
5,6,4,4,38.1,0.018,44.45,7.582028532,2,End mill cutter
5,6,4,3,66.75,0.051,0.508,13.80841663,2,End mill cutter
5,6,4,2,58.83,0.058,1.016,14.17686201,2,End mill cutter
5,6,4,3,50.9,0.066,1.524,18.36275013,2,End mill cutter
5,6,4,1,48.16,0.058,2.54,16.36708792,2,End mill cutter
5,6,4,5,46.02,0.051,3.175,16.99609461,2,End mill cutter
5,6,4,1,42.06,0.041,6.35,18.63067782,2,End mill cutter
5,6,4,2,38.71,0.033,9.525,18.37396053,2,End mill cutter
5,6,4,5,38.71,0.028,12.7,15.5876656,2,End mill cutter
5,6,4,2,38.1,0.025,19.05,18.44479641,2,End mill cutter
5,6,4,5,38.1,0.025,25.4,17.46583939,2,End mill cutter
5,6,4,5,37.8,0.023,44.45,14.10020482,2,End mill cutter
5,6,4,5,62.79,0.084,0.508,25.38495333,2,End mill cutter
5,6,4,5,54.56,0.091,1.016,22.47606716,2,End mill cutter
5,6,4,5,48.16,0.099,1.524,23.2846621,2,End mill cutter
5,6,4,4,45.11,0.091,2.54,23.61383672,2,End mill cutter
5,6,4,2,42.98,0.084,3.175,21.95408061,2,End mill cutter
5,6,4,4,39.93,0.074,6.35,21.18991868,2,End mill cutter
5,6,4,3,36.88,0.066,9.525,19.33522036,2,End mill cutter
5,6,4,1,36.58,0.061,12.7,20.82059894,2,End mill cutter
5,6,4,3,36.58,0.061,19.05,25.06366425,2,End mill cutter
5,6,4,3,36.27,0.056,25.4,20.58882366,2,End mill cutter
5,6,4,4,36.27,0.051,44.45,20.48288464,2,End mill cutter
5,6,4,1,57.61,0.117,0.508,28.06774487,2,End mill cutter
5,6,4,2,51.51,0.124,1.016,30.88527056,2,End mill cutter
5,6,4,5,47.24,0.132,1.524,36.0024491,2,End mill cutter
5,6,4,1,41.45,0.117,2.54,34.596532,2,End mill cutter
5,6,4,1,39.32,0.099,3.175,27.86921616,2,End mill cutter
5,6,4,5,36.88,0.091,6.35,33.70077356,2,End mill cutter
5,6,4,2,32.61,0.084,9.525,34.00166125,2,End mill cutter
5,6,4,4,32.31,0.076,12.7,27.15776195,2,End mill cutter
5,6,4,4,32.31,0.071,19.05,29.23569805,2,End mill cutter
5,6,4,2,32,0.066,25.4,28.78636294,2,End mill cutter
5,6,4,3,31.7,0.061,44.45,35.38315873,2,End mill cutter
5,6,4,4,55.17,0.117,0.508,50.31180788,2,End mill cutter
5,6,4,5,50.29,0.124,1.016,49.86694474,2,End mill cutter
5,6,4,1,45.11,0.117,1.524,42.56364548,2,End mill cutter
5,6,4,3,42.06,0.099,2.54,45.16724455,2,End mill cutter
5,6,4,2,37.8,0.091,3.175,42.94851458,2,End mill cutter
5,6,4,2,34.75,0.084,6.35,44.00531498,2,End mill cutter
5,6,4,5,32,0.079,9.525,39.58053156,2,End mill cutter
5,6,4,5,32,0.076,12.7,46.93780776,2,End mill cutter
5,6,4,4,31.7,0.071,19.05,45.32313358,2,End mill cutter
5,6,4,3,31.7,0.071,25.4,44.59848565,2,End mill cutter
5,6,4,1,31.39,0.069,44.45,39.37373239,2,End mill cutter
5,6,5,5,21.03,0.018,0.508,3.140145617,1,End mill cutter
5,6,5,1,18.29,0.02,1.016,6.329319594,1,End mill cutter
5,6,5,3,15.85,0.025,1.524,1.010530258,1,End mill cutter
5,6,5,1,15.24,0.02,2.54,5.24548079,1,End mill cutter
5,6,5,5,14.63,0.018,3.175,5.187829435,1,End mill cutter
5,6,5,1,13.41,0.015,6.35,5.522708352,1,End mill cutter
5,6,5,2,12.8,0.013,9.525,6.318419443,1,End mill cutter
5,6,5,1,12.8,0.013,12.7,4.851564234,1,End mill cutter
5,6,5,5,12.8,0.01,19.05,5.418823772,1,End mill cutter
5,6,5,5,12.5,0.01,25.4,5.672388102,1,End mill cutter
5,6,5,4,12.5,0.01,44.45,1.745377165,1,End mill cutter
5,6,5,1,20.12,0.02,0.508,11.87944624,1,End mill cutter
5,6,5,1,17.68,0.025,1.016,10.12841073,1,End mill cutter
5,6,5,5,15.54,0.03,1.524,10.29749477,1,End mill cutter
5,6,5,3,15.24,0.025,2.54,6.807786432,1,End mill cutter
5,6,5,5,14.33,0.02,3.175,11.18491317,1,End mill cutter
5,6,5,5,12.8,0.018,6.35,6.42338151,1,End mill cutter
5,6,5,1,12.19,0.015,9.525,9.626482658,1,End mill cutter
5,6,5,3,11.89,0.015,12.7,12.2509491,1,End mill cutter
5,6,5,5,11.58,0.013,19.05,10.56565606,1,End mill cutter
5,6,5,5,11.58,0.01,25.4,11.94626006,1,End mill cutter
5,6,5,4,11.28,0.01,44.45,10.22314665,1,End mill cutter
5,6,5,3,19.81,0.025,0.508,15.6705462,1,End mill cutter
5,6,5,2,17.37,0.03,1.016,16.85098069,1,End mill cutter
5,6,5,5,15.24,0.036,1.524,17.32588511,1,End mill cutter
5,6,5,5,14.33,0.03,2.54,18.92705662,1,End mill cutter
5,6,5,4,13.72,0.025,3.175,14.70824094,1,End mill cutter
5,6,5,2,12.5,0.02,6.35,15.20014344,1,End mill cutter
5,6,5,1,11.58,0.018,9.525,13.19924455,1,End mill cutter
5,6,5,3,11.58,0.015,12.7,14.40378901,1,End mill cutter
5,6,5,5,11.28,0.013,19.05,18.94478628,1,End mill cutter
5,6,5,2,11.28,0.013,25.4,16.71144996,1,End mill cutter
5,6,5,3,11.28,0.013,44.45,12.98964444,1,End mill cutter
5,6,5,4,18.59,0.043,0.508,25.18307069,1,End mill cutter
5,6,5,3,16.15,0.048,1.016,22.23861249,1,End mill cutter
5,6,5,5,14.33,0.051,1.524,22.42904554,1,End mill cutter
5,6,5,2,13.41,0.048,2.54,19.11481667,1,End mill cutter
5,6,5,3,12.8,0.043,3.175,20.16180689,1,End mill cutter
5,6,5,5,11.89,0.038,6.35,24.67897153,1,End mill cutter
5,6,5,3,10.97,0.036,9.525,23.0488983,1,End mill cutter
5,6,5,5,10.97,0.033,12.7,21.31979087,1,End mill cutter
5,6,5,4,10.97,0.03,19.05,19.27516478,1,End mill cutter
5,6,5,4,10.67,0.03,25.4,22.81100252,1,End mill cutter
5,6,5,1,10.67,0.025,44.45,23.56101077,1,End mill cutter
5,6,5,4,17.07,0.061,0.508,32.78165688,1,End mill cutter
5,6,5,1,15.24,0.066,1.016,36.57180045,1,End mill cutter
5,6,5,5,14.02,0.069,1.524,35.89348944,1,End mill cutter
5,6,5,3,12.19,0.061,2.54,32.61669574,1,End mill cutter
5,6,5,5,11.58,0.051,3.175,28.20116435,1,End mill cutter
5,6,5,3,10.97,0.048,6.35,34.02532438,1,End mill cutter
5,6,5,3,9.75,0.043,9.525,27.25660318,1,End mill cutter
5,6,5,4,9.75,0.041,12.7,36.89849973,1,End mill cutter
5,6,5,4,9.45,0.038,19.05,26.8165645,1,End mill cutter
5,6,5,3,9.45,0.036,25.4,32.49184695,1,End mill cutter
5,6,5,5,9.45,0.033,44.45,26.75688362,1,End mill cutter
5,6,5,2,16.46,0.061,0.508,43.50996371,1,End mill cutter
5,6,5,4,14.94,0.066,1.016,38.54855135,1,End mill cutter
5,6,5,2,13.41,0.061,1.524,39.31682789,1,End mill cutter
5,6,5,3,12.5,0.051,2.54,45.06469338,1,End mill cutter
5,6,5,2,11.28,0.048,3.175,50.38988029,1,End mill cutter
5,6,5,1,10.36,0.046,6.35,42.61047414,1,End mill cutter
5,6,5,1,9.45,0.041,9.525,45.35379331,1,End mill cutter
5,6,5,1,9.45,0.041,12.7,45.41516259,1,End mill cutter
5,6,5,2,9.45,0.038,19.05,49.14133264,1,End mill cutter
5,6,5,2,9.45,0.038,25.4,48.5096244,1,End mill cutter
5,6,5,4,9.45,0.036,44.45,46.05342869,1,End mill cutter
5,6,5,5,6.4,0.01,0.508,2.428147149,2,End mill cutter
5,6,5,3,6.4,0.015,1.016,2.125502331,2,End mill cutter
5,6,5,5,5.18,0.02,1.524,5.456545188,2,End mill cutter
5,6,5,4,5.18,0.015,2.54,4.50276709,2,End mill cutter
5,6,5,3,4.88,0.01,3.175,5.599823959,2,End mill cutter
5,6,5,5,4.57,0.008,6.35,0.450202697,2,End mill cutter
5,6,5,3,4.27,0.008,9.525,2.848713348,2,End mill cutter
5,6,5,5,4.27,0.005,12.7,1.270235971,2,End mill cutter
5,6,5,5,4.27,0.002,19.05,0.47479574,2,End mill cutter
5,6,5,1,4.27,0.002,25.4,4.734467501,2,End mill cutter
5,6,5,3,4.27,0.002,44.45,0.287937166,2,End mill cutter
5,6,5,2,7.01,0.015,0.508,11.433999,2,End mill cutter
5,6,5,4,6.4,0.02,1.016,11.77225797,2,End mill cutter
5,6,5,1,5.18,0.023,1.524,7.463119984,2,End mill cutter
5,6,5,4,4.88,0.02,2.54,7.306784958,2,End mill cutter
5,6,5,1,4.88,0.015,3.175,8.053111038,2,End mill cutter
5,6,5,2,4.57,0.013,6.35,6.488239485,2,End mill cutter
5,6,5,5,4.27,0.01,9.525,11.47134735,2,End mill cutter
5,6,5,5,4.27,0.008,12.7,8.827653537,2,End mill cutter
5,6,5,5,3.96,0.005,19.05,8.59678502,2,End mill cutter
5,6,5,2,3.96,0.005,25.4,7.347938369,2,End mill cutter
5,6,5,3,3.96,0.002,44.45,6.781489812,2,End mill cutter
5,6,5,5,6.71,0.02,0.508,16.87051314,2,End mill cutter
5,6,5,5,6.4,0.023,1.016,17.52108956,2,End mill cutter
5,6,5,4,4.88,0.03,1.524,16.96969454,2,End mill cutter
5,6,5,4,4.88,0.023,2.54,14.05477326,2,End mill cutter
5,6,5,4,4.57,0.02,3.175,14.30312317,2,End mill cutter
