Feature,Operation,Work Material,Speed,feed per tooth,No. of tooth,Dia. Of tool,Cutting tool material,Depth of cut,Feed,Spindle speed
5,6,1,63.07,0.064,3,20.3971322,1,25.4,0.192,984.4321392
5,6,1,63.07,0.056,2,25.12153981,1,44.45,0.112,799.2978391
5,6,1,100.48,0.132,2,37.28803749,1,0.508,0.264,857.910856
5,6,1,89.32,0.14,2,27.49334699,1,1.016,0.28,1034.315814
5,6,1,82.08,0.147,3,32.70549926,1,1.524,0.441,799.0034016
5,6,1,72.12,0.132,2,33.72779379,1,2.54,0.264,680.7691199
5,6,1,68.5,0.112,2,33.6564423,1,3.175,0.224,647.9692981
5,6,1,63.97,0.102,3,30.18554119,1,6.35,0.306,674.6980386
5,6,1,56.43,0.094,3,31.29606199,1,9.525,0.282,574.053568
5,6,1,56.43,0.086,2,33.95283595,1,12.7,0.172,529.1344755
5,6,1,56.13,0.081,3,37.35291249,1,19.05,0.243,478.4126289
5,6,1,55.82,0.074,2,28.16068178,1,25.4,0.148,631.0717375
5,6,1,55.22,0.071,3,34.67561223,1,44.45,0.213,506.9957611
5,6,1,95.66,0.132,3,44.10824676,1,0.508,0.396,690.4665512
5,6,1,87.51,0.14,3,44.98332011,1,1.016,0.42,619.3529935
5,6,1,78.46,0.132,3,47.07938406,1,1.524,0.396,530.5784358
5,6,1,73.02,0.112,3,44.26706056,1,2.54,0.336,525.1618958
5,6,1,65.78,0.102,2,38.12071588,1,3.175,0.204,549.3699306
5,6,1,60.35,0.096,3,48.80911886,1,6.35,0.288,393.6482912
5,6,1,55.82,0.089,2,43.95517236,1,9.525,0.178,404.3076031
5,6,1,55.52,0.086,2,47.4535698,1,12.7,0.172,372.4882968
5,6,1,55.22,0.081,3,49.4454588,1,19.05,0.243,355.5511232
5,6,1,54.92,0.081,2,44.50929241,1,25.4,0.162,392.8365625
5,6,1,54.62,0.079,3,41.73292344,1,44.45,0.237,416.6822022
5,6,1,41.45,0.02,4,6.321138669,2,0.508,0.08,2087.667262
5,6,1,41.45,0.028,3,4.939618699,2,1.016,0.084,2671.549174
5,6,1,34.14,0.038,3,3.499541494,2,1.524,0.114,3105.87829
5,6,1,33.22,0.028,3,2.508728506,2,2.54,0.084,4215.780853
5,6,1,31.39,0.02,3,1.604515415,2,3.175,0.06,6228.442871
5,6,1,29.57,0.015,4,6.05495731,2,6.35,0.06,1554.792019
5,6,1,27.74,0.013,3,5.158912276,2,9.525,0.039,1711.907826
5,6,1,27.43,0.01,4,0.316682926,2,12.7,0.04,27576.12391
5,6,1,27.13,0.008,3,3.849330877,2,19.05,0.024,2243.864429
5,6,1,26.82,0.008,3,1.413493078,2,25.4,0.024,6040.83747
5,6,1,26.82,0.005,4,0.945183424,2,44.45,0.02,9033.888804
5,6,1,45.42,0.028,3,7.649539742,2,0.508,0.084,1890.357254
5,6,1,40.84,0.038,4,7.654943569,2,1.016,0.152,1698.540097
5,6,1,33.22,0.046,4,10.51134819,2,1.524,0.184,1006.174414
5,6,1,32.31,0.038,4,9.510560936,2,2.54,0.152,1081.590562
5,6,1,31.39,0.028,3,11.35058452,2,3.175,0.084,880.4509215
5,6,1,29.57,0.023,4,8.23940722,2,6.35,0.092,1142.582112
5,6,1,26.82,0.018,3,9.402470131,2,9.525,0.054,908.1317812
5,6,1,26.82,0.013,4,9.257954352,2,12.7,0.052,922.3076312
5,6,1,26.52,0.01,4,9.257663336,2,19.05,0.04,912.0196596
5,6,1,26.52,0.008,3,10.54250073,2,25.4,0.024,800.8698491
5,6,1,26.21,0.008,4,11.69875688,2,44.45,0.032,713.2788868
5,6,1,44.2,0.038,3,15.64680075,2,0.508,0.114,899.3500867
5,6,1,40.54,0.046,4,17.21450633,2,1.016,0.184,749.7582188
5,6,1,32.31,0.056,3,17.37867997,2,1.524,0.168,591.9053099
5,6,1,31.39,0.046,3,17.36355348,2,2.54,0.138,575.5522687
5,6,1,30.18,0.038,4,13.54303097,2,3.175,0.152,709.4722731
5,6,1,28.65,0.028,4,16.30775156,2,6.35,0.112,559.3229034
5,6,1,30.48,0.02,4,17.64834319,2,9.525,0.08,549.848552
5,6,1,26.52,0.018,4,16.70075567,2,12.7,0.072,505.5562234
5,6,1,26.21,0.015,4,16.28201967,2,19.05,0.06,512.4963886
5,6,1,26.21,0.01,3,18.78257999,2,25.4,0.03,444.2667772
5,6,1,25.6,0.008,4,14.36980664,2,44.45,0.032,567.1802564
5,6,1,41.45,0.074,3,22.83616946,2,0.508,0.222,577.8742482
5,6,1,37.8,0.084,3,23.03419844,2,1.016,0.252,522.4572493
5,6,1,31.39,0.094,3,19.42625569,2,1.524,0.282,514.4394659
5,6,1,29.87,0.084,3,19.83819984,2,2.54,0.252,479.3635693
5,6,1,28.65,0.074,4,19.74076859,2,3.175,0.296,462.0538915
5,6,1,26.82,0.066,3,24.08123547,2,6.35,0.198,354.5782342
5,6,1,24.99,0.056,4,19.54760911,2,9.525,0.224,407.0096196
5,6,1,24.69,0.048,4,21.30824188,2,12.7,0.192,368.89735
5,6,1,24.69,0.043,4,24.46427745,2,19.05,0.172,321.3074238
5,6,1,24.08,0.041,4,22.692236,2,25.4,0.164,337.8401448
5,6,1,24.08,0.038,4,24.99001195,2,44.45,0.152,306.7764958
5,6,1,38.71,0.094,3,26.27511994,2,0.508,0.282,469.0406983
5,6,1,34.14,0.102,4,35.63470371,2,1.016,0.408,305.0158643
5,6,1,30.18,0.112,3,27.85809156,2,1.524,0.336,344.9053552
5,6,1,29.26,0.102,4,30.41283344,2,2.54,0.408,306.3017668
5,6,1,27.74,0.094,4,34.32937264,2,3.175,0.376,257.2602299
5,6,1,25.6,0.084,4,27.30711884,2,6.35,0.336,298.4668819
5,6,1,24.08,0.112,4,36.53863268,2,9.525,0.448,209.8148654
5,6,1,23.47,0.071,4,28.52152723,2,12.7,0.284,261.9825569
5,6,1,23.47,0.066,3,26.44814856,2,19.05,0.198,282.5204423
5,6,1,23.16,0.058,4,31.34100219,2,25.4,0.232,235.2652255
5,6,1,23.16,0.056,3,37.98215697,2,44.45,0.168,194.1292579
5,6,1,37.8,0.096,4,44.64994813,2,0.508,0.384,269.5273893
5,6,1,33.22,0.104,4,42.32665391,2,1.016,0.416,249.872093
5,6,1,29.26,0.112,4,50.19221245,2,1.524,0.448,185.5966127
5,6,1,28.04,0.099,3,40.0598396,2,2.54,0.297,222.8439597
5,6,1,26.82,0.084,4,43.6463673,2,3.175,0.336,195.6332789
5,6,1,24.99,0.081,3,38.33054093,2,6.35,0.243,207.5646405
5,6,1,22.86,0.074,4,39.35279416,2,9.525,0.296,184.9407931
5,6,1,22.86,0.069,4,47.05050455,2,12.7,0.276,154.6835052
5,6,1,22.86,0.069,3,45.97439747,2,19.05,0.207,158.3041293
5,6,1,22.56,0.066,3,48.84306716,2,25.4,0.198,147.0510842
5,6,1,22.56,0.066,4,45.65032926,2,44.45,0.264,157.3356884
5,6,2,110.95,0.018,3,5.367406311,1,0.508,0.054,6581.045564
5,6,2,96.93,0.023,3,5.223923328,1,1.016,0.069,5907.360602
5,6,2,83.21,0.028,2,0.179374165,1,1.524,0.056,147688.8445
5,6,2,80.47,0.023,2,1.98850181,1,2.54,0.046,12883.6843
5,6,2,77.11,0.018,3,5.304461611,1,3.175,0.054,4628.086378
5,6,2,70.71,0.015,3,5.710729988,1,6.35,0.045,3942.042247
5,6,2,67.36,0.015,3,1.099122672,1,9.525,0.045,19511.37948
5,6,2,67.06,0.013,2,4.870691734,1,12.7,0.026,4383.338084
5,6,2,66.75,0.013,3,2.626291457,1,19.05,0.039,8091.711919
5,6,2,66.14,0.01,3,6.004595191,1,25.4,0.03,3506.812291
5,6,2,65.84,0.01,2,1.981732469,1,44.45,0.02,10577.34965
5,6,2,106.68,0.023,3,9.805898056,1,0.508,0.069,3463.599727
5,6,2,93.57,0.028,2,8.965641805,1,1.016,0.056,3322.670756
5,6,2,81.38,0.033,2,12.51099864,1,1.524,0.066,2070.893534
5,6,2,79.86,0.028,3,9.82424227,1,2.54,0.084,2587.988282
5,6,2,75.59,0.023,3,6.462870187,1,3.175,0.069,3723.668202
5,6,2,68.28,0.018,3,7.779706138,1,6.35,0.054,2794.231494
5,6,2,64.31,0.015,2,6.488176268,1,9.525,0.03,3155.643493
5,6,2,62.48,0.015,3,11.35009352,1,12.7,0.045,1752.563023
5,6,2,61.57,0.013,3,6.468887274,1,19.05,0.039,3030.202373
5,6,2,60.96,0.013,2,8.310722865,1,25.4,0.026,2335.27603
5,6,2,60.05,0.01,2,7.192305638,1,44.45,0.02,2658.13443
5,6,2,104.55,0.028,3,15.28516013,1,0.508,0.084,2177.640113
5,6,2,92.05,0.033,3,12.73233878,1,1.016,0.099,2301.694451
5,6,2,79.86,0.038,2,13.98417135,1,1.524,0.076,1818.128743
5,6,2,75.59,0.033,2,13.40256723,1,2.54,0.066,1795.595112
5,6,2,72.24,0.028,2,18.91881629,1,3.175,0.056,1215.670396
5,6,2,65.84,0.023,2,14.87522803,1,6.35,0.046,1409.153338
5,6,2,60.96,0.018,3,17.19474086,1,9.525,0.054,1128.707438
5,6,2,60.35,0.018,2,15.64862625,1,12.7,0.036,1227.815524
5,6,2,60.05,0.015,3,18.3876838,1,19.05,0.045,1039.723951
5,6,2,59.74,0.015,3,15.31453196,1,25.4,0.045,1241.919806
5,6,2,59.13,0.013,2,13.52307403,1,44.45,0.026,1392.081036
5,6,2,98.76,0.048,2,25.08980352,1,0.508,0.096,1253.18701
5,6,2,85.65,0.053,2,23.53596289,1,1.016,0.106,1158.583823
5,6,2,75.59,0.056,3,19.41150212,1,1.524,0.168,1239.758987
5,6,2,70.71,0.053,2,21.58525978,1,2.54,0.106,1042.931107
5,6,2,67.36,0.048,3,24.95757405,1,3.175,0.144,859.2742033
5,6,2,62.48,0.043,3,23.65646311,1,6.35,0.129,840.8591818
5,6,2,57.61,0.038,2,21.03655048,1,9.525,0.076,871.8773833
5,6,2,57.3,0.036,2,21.73461986,1,12.7,0.072,839.3336538
5,6,2,57.3,0.036,3,24.96850206,1,19.05,0.108,730.6244424
5,6,2,56.69,0.033,2,19.8271158,1,25.4,0.066,910.2883351
5,6,2,56.69,0.028,3,24.31457902,1,44.45,0.084,742.2868484
5,6,2,90.53,0.066,3,32.33004093,1,0.508,0.198,891.4938049
5,6,2,80.47,0.071,3,35.01916889,1,1.016,0.213,731.5773148
5,6,2,73.76,0.076,3,34.20783982,1,1.524,0.228,686.4791033
5,6,2,64.92,0.066,2,30.56539403,1,2.54,0.132,676.2084227
5,6,2,61.57,0.056,3,34.70591627,1,3.175,0.168,564.8039204
5,6,2,57.61,0.053,3,33.85884982,1,6.35,0.159,541.6986305
5,6,2,50.9,0.048,3,31.51061693,1,9.525,0.144,514.2720716
5,6,2,50.6,0.043,2,28.84355298,1,12.7,0.086,558.5136918
5,6,2,50.6,0.041,3,33.45121167,1,19.05,0.123,481.5825334
5,6,2,50.29,0.038,3,33.92043809,1,25.4,0.114,472.0111378
5,6,2,49.99,0.036,2,33.21903597,1,44.45,0.072,479.1022114
5,6,2,86.26,0.066,3,44.07791176,1,0.508,0.198,623.0465654
5,6,2,78.94,0.071,2,39.15464381,1,1.016,0.142,641.8682711
5,6,2,70.71,0.066,3,39.09946063,1,1.524,0.198,575.7608547
5,6,2,65.84,0.056,2,40.67615632,1,2.54,0.112,515.3259091
5,6,2,59.13,0.053,2,41.96467429,1,3.175,0.106,448.5967118
5,6,2,54.25,0.048,2,41.28730453,1,6.35,0.096,418.3264023
5,6,2,50.29,0.046,2,45.08382121,1,9.525,0.092,355.1345949
5,6,2,49.99,0.043,2,49.74983666,1,12.7,0.086,319.9068512
5,6,2,49.99,0.041,3,38.731377,1,19.05,0.123,410.9152534
5,6,2,49.38,0.041,2,38.25779552,1,25.4,0.082,410.9256092
5,6,2,49.38,0.041,2,47.00162069,1,44.45,0.082,334.4801242
5,6,2,36.88,0.02,4,4.393554545,2,0.508,0.08,2672.433786
5,6,2,36.88,0.028,3,1.5202183,2,1.016,0.084,7723.55102
5,6,2,30.48,0.038,4,0.867168359,2,1.524,0.152,11190.34828
5,6,2,29.57,0.028,4,3.781089468,2,2.54,0.112,2489.811304
5,6,2,28.04,0.02,3,4.917529707,2,3.175,0.06,1815.361333
5,6,2,26.21,0.015,4,5.426790733,2,6.35,0.06,1537.64475
5,6,2,24.69,0.013,3,4.07912652,2,9.525,0.039,1927.018916
5,6,2,24.69,0.01,3,2.027943501,2,12.7,0.03,3876.120789
5,6,2,24.08,0.008,4,5.584287915,2,19.05,0.032,1372.842592
5,6,2,24.08,0.008,4,4.126501391,2,25.4,0.032,1857.832476
5,6,2,23.77,0.005,4,1.810693063,2,44.45,0.02,4179.423761
5,6,2,40.54,0.028,4,11.2509436,2,0.508,0.112,1147.167568
5,6,2,36.27,0.038,3,11.25608944,2,1.016,0.114,1025.869419
5,6,2,29.57,0.046,3,7.671002151,2,1.524,0.138,1227.245035
5,6,2,28.96,0.038,3,6.986473666,2,2.54,0.114,1319.692032
5,6,2,28.04,0.028,3,12.65412394,2,3.175,0.084,705.4690887
5,6,2,26.21,0.023,4,12.45675333,2,6.35,0.092,669.8756942
5,6,2,24.08,0.018,4,10.9832245,2,9.525,0.072,698.005244
5,6,2,23.77,0.013,4,9.272126558,2,12.7,0.052,816.1723814
5,6,2,23.77,0.01,3,9.281398772,2,19.05,0.03,815.3570167
5,6,2,23.77,0.008,3,7.113206949,2,25.4,0.024,1063.887733
5,6,2,23.47,0.008,4,10.56934037,2,44.45,0.032,706.9639512
5,6,2,39.32,0.038,3,17.44311839,2,0.508,0.114,717.6644676
5,6,2,36.27,0.046,4,18.26923558,2,1.016,0.184,632.0613629
5,6,2,28.96,0.058,4,18.48946763,2,1.524,0.232,498.6619311
5,6,2,28.04,0.046,3,16.21921788,2,2.54,0.138,550.4022047
5,6,2,27.13,0.038,4,13.46175945,2,3.175,0.152,641.6231596
5,6,2,25.6,0.028,3,16.99552883,2,6.35,0.084,479.5538107
5,6,2,27.13,0.02,3,14.11410682,2,9.525,0.06,611.9676393
5,6,2,23.77,0.018,4,14.39575772,2,12.7,0.072,525.6863696
5,6,2,23.47,0.015,4,14.33891508,2,19.05,0.06,521.1093438
5,6,2,23.47,0.01,4,18.82906027,2,25.4,0.04,396.8409747
5,6,2,22.86,0.008,4,14.92023343,2,44.45,0.032,487.7897519
5,6,2,36.88,0.076,4,22.8754254,2,0.508,0.304,513.2793554
5,6,2,33.83,0.084,3,22.63923738,2,1.016,0.252,475.7428481
5,6,2,28.04,0.094,3,23.74142726,2,1.524,0.282,376.0133367
5,6,2,26.82,0.084,4,20.97109175,2,2.54,0.336,407.164398
5,6,2,25.6,0.076,4,24.84335922,2,3.175,0.304,328.0663674
5,6,2,23.77,0.066,3,22.04935364,2,6.35,0.198,343.2143063
5,6,2,22.25,0.058,4,24.37971861,2,9.525,0.232,290.5583698
5,6,2,21.95,0.048,4,22.19335852,2,12.7,0.192,314.8788997
5,6,2,21.95,0.043,4,24.45039643,2,19.05,0.172,285.8121476
5,6,2,21.64,0.043,3,22.14348477,2,25.4,0.129,311.1310483
5,6,2,21.64,0.038,4,24.58164251,2,44.45,0.152,280.2711668
5,6,2,34.44,0.094,4,27.46825018,2,0.508,0.376,399.1758072
5,6,2,30.48,0.104,4,30.77713115,2,1.016,0.416,315.2963122
5,6,2,27.13,0.112,4,37.8934268,2,1.524,0.448,227.9386522
5,6,2,25.91,0.104,4,28.6002618,2,2.54,0.416,288.4227199
5,6,2,24.69,0.094,4,36.60100724,2,3.175,0.376,214.7633237
5,6,2,22.86,0.084,3,25.8858316,2,6.35,0.252,281.155231
5,6,2,21.34,0.112,3,26.1519809,2,9.525,0.336,259.789676
5,6,2,21.03,0.071,3,26.75728693,2,12.7,0.213,250.2241718
5,6,2,20.73,0.066,4,31.21841991,2,19.05,0.264,211.4075279
5,6,2,20.73,0.058,3,27.07801925,2,25.4,0.174,243.733078
5,6,2,20.73,0.058,3,36.48323839,2,44.45,0.174,180.8997575
5,6,2,33.83,0.096,4,47.45908931,2,0.508,0.384,226.9418867
5,6,2,29.57,0.107,3,39.11874333,2,1.016,0.321,240.6569971
5,6,2,25.91,0.112,4,40.20133466,2,1.524,0.448,205.1913293
5,6,2,24.99,0.099,4,47.64264807,2,2.54,0.396,166.9945998
5,6,2,24.08,0.084,4,48.98700071,2,3.175,0.336,156.4976052
5,6,2,22.25,0.081,3,42.36554118,2,6.35,0.243,167.2050232
5,6,2,20.42,0.076,3,45.56153835,2,9.525,0.228,142.6886477
5,6,2,20.42,0.069,3,48.01946963,2,12.7,0.207,135.3849666
5,6,2,20.42,0.069,3,39.65324569,2,19.05,0.207,163.9491089
5,6,2,20.12,0.066,4,48.77636518,2,25.4,0.264,131.3259667
5,6,2,20.12,0.066,4,40.60869119,2,44.45,0.264,157.7397134
5,6,3,402.03,0.056,2,4.334313298,1,0.508,0.112,29530.46089
5,6,3,351.43,0.069,2,5.758713122,1,1.016,0.138,19428.77648
5,6,3,300.84,0.086,3,2.893155886,1,1.524,0.258,33105.16899
5,6,3,292,0.069,3,4.380411752,1,2.54,0.207,21222.66797
5,6,3,279.81,0.056,3,3.186495958,1,3.175,0.168,27956.44361
5,6,3,256.03,0.046,2,5.907386701,1,6.35,0.092,13798.3615
5,6,3,243.84,0.043,2,2.525887767,1,9.525,0.086,30734.27435
5,6,3,242.62,0.041,3,3.233646195,1,12.7,0.123,23887.25037
5,6,3,242.01,0.036,3,5.825947043,1,19.05,0.108,13225.09629
5,6,3,239.88,0.033,3,3.004020332,1,25.4,0.099,25422.79152
5,6,3,238.05,0.03,2,2.031968743,1,44.45,0.06,37297.80091
5,6,3,386.49,0.069,3,7.624512306,1,0.508,0.207,16138.3175
5,6,3,339.24,0.086,2,11.874679,1,1.016,0.172,9095.304427
5,6,3,294.44,0.099,3,9.837204931,1,1.524,0.297,9529.215617
5,6,3,288.65,0.086,2,11.59486588,1,2.54,0.172,7925.704862
5,6,3,274.02,0.069,2,9.485394636,1,3.175,0.138,9197.269689
5,6,3,247.19,0.056,2,6.706093152,1,6.35,0.112,11735.27792
5,6,3,232.26,0.046,3,7.816143707,1,9.525,0.138,9460.496941
5,6,3,225.86,0.046,3,7.060438574,1,12.7,0.138,10184.4999
5,6,3,223.42,0.041,2,9.237129441,1,19.05,0.082,7700.467311
5,6,3,220.07,0.036,3,9.244521453,1,25.4,0.108,7578.940061
5,6,3,217.02,0.03,2,12.53789723,1,44.45,0.06,5510.704417
5,6,3,378.26,0.086,3,17.95313266,1,0.508,0.258,6707.833001
5,6,3,333.45,0.099,3,15.21563276,1,1.016,0.297,6977.064976
5,6,3,288.65,0.112,3,15.82453962,1,1.524,0.336,5807.276994
5,6,3,274.02,0.099,2,14.03204772,1,2.54,0.198,6217.177586
5,6,3,261.82,0.086,3,13.73338444,1,3.175,0.258,6069.561339
5,6,3,238.05,0.069,2,13.43103565,1,6.35,0.138,5642.749197
5,6,3,220.07,0.056,3,14.76621544,1,9.525,0.168,4744.863319
5,6,3,218.85,0.048,2,13.85117645,1,12.7,0.096,5030.277602
5,6,3,217.02,0.043,2,17.51328896,1,19.05,0.086,3945.155352
5,6,3,216.41,0.043,3,16.01310947,1,25.4,0.129,4302.627177
5,6,3,214.27,0.041,3,13.48446704,1,44.45,0.123,5058.941381
5,6,3,357.23,0.142,2,24.14386006,1,0.508,0.284,4710.568049
5,6,3,309.68,0.155,2,25.28357222,1,1.016,0.31,3899.480816
5,6,3,274.02,0.168,3,19.94583446,1,1.524,0.504,4373.832177
5,6,3,256.03,0.155,2,25.10532216,1,2.54,0.31,3246.81184
5,6,3,243.84,0.142,3,22.43129915,1,3.175,0.426,3460.848482
5,6,3,225.86,0.124,3,21.1979873,1,6.35,0.372,3392.163367
5,6,3,208.79,0.112,3,23.70100936,1,9.525,0.336,2804.625744
5,6,3,207.26,0.107,2,19.96175645,1,12.7,0.214,3305.588621
5,6,3,207.26,0.102,2,22.27964187,1,19.05,0.204,2961.688315
5,6,3,205.44,0.096,2,24.52104125,1,25.4,0.192,2667.338675
5,6,3,205.44,0.086,2,23.69647475,1,44.45,0.172,2760.154089
5,6,3,327.66,0.198,3,35.18537766,1,0.508,0.594,2964.785471
5,6,3,292,0.211,3,31.31531872,1,1.016,0.633,2968.643718
5,6,3,267.61,0.224,3,37.46957376,1,1.524,0.672,2273.817732
5,6,3,235,0.198,2,36.87892926,1,2.54,0.396,2028.71772
5,6,3,223.42,0.168,2,32.80316704,1,3.175,0.336,2168.394693
5,6,3,208.79,0.155,3,33.88900515,1,6.35,0.465,1961.475727
5,6,3,184.4,0.142,2,26.17497609,1,9.525,0.284,2242.883349
5,6,3,183.79,0.13,3,28.71613059,1,12.7,0.39,2037.642647
5,6,3,183.18,0.122,2,34.04215512,1,19.05,0.244,1713.140854
5,6,3,181.66,0.112,3,27.08678052,1,25.4,0.336,2135.177502
5,6,3,180.44,0.107,3,29.96446634,1,44.45,0.321,1917.159891
5,6,3,312.42,0.198,2,46.92889588,1,0.508,0.396,2119.486015
5,6,3,285.6,0.211,2,47.93961661,1,1.016,0.422,1896.687186
5,6,3,256.03,0.198,2,43.15928052,1,1.524,0.396,1888.638
5,6,3,238.05,0.168,3,42.41327563,1,2.54,0.504,1786.892535
5,6,3,214.27,0.155,3,44.3227996,1,3.175,0.465,1539.097912
5,6,3,196.6,0.145,3,38.22631646,1,6.35,0.435,1637.393742
5,6,3,181.66,0.135,2,48.69533078,1,9.525,0.27,1187.692607
5,6,3,181.05,0.13,2,50.60722882,1,12.7,0.26,1138.985083
5,6,3,180.44,0.122,2,48.27362988,1,19.05,0.244,1190.021823
5,6,3,179.22,0.122,2,41.73084746,1,25.4,0.244,1367.292187
5,6,3,178.61,0.119,2,44.26846511,1,44.45,0.238,1284.527392
5,6,3,210.31,0.046,4,3.365837583,2,0.508,0.184,19892.93353
5,6,3,210.31,0.066,3,4.454672268,2,1.016,0.198,15030.59693
5,6,3,173.13,0.086,3,0.19894013,2,1.524,0.258,277065.2092
5,6,3,167.94,0.066,4,1.191261754,2,2.54,0.264,44882.704
5,6,3,158.8,0.046,3,0.47341807,2,3.175,0.138,106791.7567
5,6,3,149.96,0.036,3,1.645153479,2,6.35,0.108,29020.24504
5,6,3,140.82,0.03,3,6.175656035,2,9.525,0.09,7259.610238
5,6,3,139.9,0.025,3,3.007827534,2,12.7,0.075,14808.01506
5,6,3,137.77,0.015,3,3.0703953,2,19.05,0.045,14285.40079
5,6,3,136.86,0.015,3,3.962155366,2,25.4,0.045,10997.07275
5,6,3,135.64,0.01,4,5.070135933,2,44.45,0.04,8517.266604
5,6,3,231.34,0.066,3,8.510620561,2,0.508,0.198,8654.093171
5,6,3,207.26,0.086,4,7.192913558,2,1.016,0.344,9173.661611
5,6,3,167.94,0.107,3,7.126439713,2,1.524,0.321,7502.631168
5,6,3,163.98,0.086,3,9.715731181,2,2.54,0.258,5373.378776
5,6,3,158.8,0.066,4,7.236900251,2,3.175,0.264,6986.02242
5,6,3,149.96,0.051,3,6.751103606,2,6.35,0.153,7071.844823
5,6,3,136.86,0.041,3,9.461616022,2,9.525,0.123,4605.144691
5,6,3,135.64,0.03,4,8.000609984,2,12.7,0.12,5397.55088
5,6,3,134.72,0.025,3,9.065779551,2,19.05,0.075,4731.065747
5,6,3,134.72,0.02,4,10.87774637,2,25.4,0.08,3942.985767
5,6,3,133.81,0.015,3,12.28405306,2,44.45,0.045,3467.998898
5,6,3,224.33,0.086,4,14.34496783,2,0.508,0.344,4978.74452
5,6,3,206.04,0.107,3,12.79638425,2,1.016,0.321,5126.209276
5,6,3,163.98,0.132,3,14.46239065,2,1.524,0.396,3609.797645
5,6,3,158.8,0.107,3,17.35708558,2,2.54,0.321,2912.767076
5,6,3,153.92,0.086,3,13.26282133,2,3.175,0.258,3694.802248
5,6,3,144.78,0.066,4,12.94233586,2,6.35,0.264,3561.459173
5,6,3,154.84,0.046,3,18.65462977,2,9.525,0.138,2642.582728
5,6,3,134.72,0.041,4,16.32939326,2,12.7,0.164,2626.600904
5,6,3,133.81,0.036,3,16.35302606,2,19.05,0.108,2605.088642
5,6,3,132.89,0.025,4,12.94184051,2,25.4,0.1,3269.100873
5,6,3,130.76,0.02,3,14.11699536,2,44.45,0.06,2948.931628
5,6,3,210.31,0.173,3,24.98022171,2,0.508,0.519,2680.375863
5,6,3,192.02,0.193,3,22.94552918,2,1.016,0.579,2664.283596
5,6,3,158.8,0.218,3,19.61910562,2,1.524,0.654,2576.934361
5,6,3,151.79,0.193,4,23.2803903,2,2.54,0.772,2075.797419
5,6,3,144.78,0.173,4,19.95628234,2,3.175,0.692,2309.728836
5,6,3,135.64,0.152,3,23.75546924,2,6.35,0.456,1817.84241
5,6,3,126.8,0.132,4,19.66469932,2,9.525,0.528,2052.882095
5,6,3,125.58,0.112,4,22.72803222,2,12.7,0.448,1759.100719
5,6,3,124.66,0.102,4,24.52559719,2,19.05,0.408,1618.227566
5,6,3,122.83,0.096,3,19.52652215,2,25.4,0.288,2002.680259
5,6,3,122.83,0.086,4,21.40013485,2,44.45,0.344,1827.342712
5,6,3,195.99,0.218,3,27.96496243,2,0.508,0.654,2231.267997
5,6,3,173.13,0.239,3,31.84161092,2,1.016,0.717,1731.049
5,6,3,153.92,0.259,4,27.59245867,2,1.524,1.036,1775.974467
5,6,3,147.83,0.239,4,36.05996147,2,2.54,0.956,1305.17691
5,6,3,140.82,0.218,3,27.10487673,2,3.175,0.654,1654.05127
5,6,3,130.76,0.193,4,31.5228853,2,6.35,0.772,1320.629559
5,6,3,121.62,0.259,3,34.4377173,2,9.525,0.777,1124.35306
5,6,3,119.79,0.163,4,31.80311324,2,12.7,0.652,1199.176179
5,6,3,118.57,0.152,3,30.42215343,2,19.05,0.456,1240.843275
5,6,3,117.65,0.137,4,26.1804587,2,25.4,0.548,1430.69396
5,6,3,117.65,0.132,4,33.08180648,2,44.45,0.528,1132.230314
5,6,3,192.02,0.224,3,43.25225686,2,0.508,0.672,1413.415194
5,6,3,167.94,0.244,3,39.04930014,2,1.016,0.732,1369.219128
5,6,3,147.83,0.259,4,38.84443251,2,1.524,1.036,1211.618398
5,6,3,141.73,0.229,4,40.42269303,2,2.54,0.916,1116.26834
5,6,3,136.86,0.193,3,38.22361883,2,3.175,0.579,1139.926363
5,6,3,126.8,0.188,4,48.24031219,2,6.35,0.752,836.8376427
5,6,3,116.74,0.173,3,47.5563076,2,9.525,0.519,781.5263496
5,6,3,116.74,0.158,3,49.3846711,2,12.7,0.474,752.5919815
5,6,3,115.52,0.158,3,45.04466255,2,19.05,0.474,816.4806676
5,6,3,114.6,0.152,4,39.90205257,2,25.4,0.608,914.3688969
5,6,3,114.6,0.152,4,43.20008677,2,44.45,0.608,844.5630212
5,6,4,70.71,0.033,3,5.751928166,1,0.508,0.099,3913.807375
5,6,4,61.87,0.041,2,3.273654906,1,1.016,0.082,6016.989915
5,6,4,53.04,0.051,3,0.593248259,1,1.524,0.153,28464.20817
5,6,4,51.51,0.041,3,4.302128265,1,2.54,0.123,3811.889116
5,6,4,49.38,0.033,2,0.31364111,1,3.175,0.066,50124.51315
5,6,4,45.11,0.028,3,3.538428115,1,6.35,0.084,4058.770672
5,6,4,42.98,0.025,2,3.609176174,1,9.525,0.05,3791.319574
5,6,4,42.67,0.023,3,1.876563794,1,12.7,0.069,7239.213307
5,6,4,42.67,0.02,3,3.801420292,1,19.05,0.06,3573.623685
5,6,4,42.37,0.02,2,1.058487536,1,25.4,0.04,12743.97114
5,6,4,42.06,0.018,3,3.683956856,1,44.45,0.054,3634.852537
5,6,4,67.97,0.041,2,6.99826434,1,0.508,0.082,3092.138875
5,6,4,59.74,0.051,3,11.28011842,1,1.016,0.153,1686.101143
